label,fenci
正常,/bu but utt tto ton on_ n_5 _50 507 072 726 269 697 976 766 661 617 174 746 46b 6b7 b75 756 56e 6e6 e64 646 465 656 56e 6e2 e2d 2d5 d53 536 368 686 86f 6f7 f70 70/
正常,/mc mcf cf. f.p .ph php hp? p?c ?co con ont nte ten ent nt= t=h =ht htt ttp tp: p:/ :// //1 /19 192 92. 2.1 .16 168 68. 8.2 .20 202 02. 2.1 .11 118 18: 8:8 :80 808 080 80/ 0/m /mo moc ocl cly lyx yxl xlw lwq wqy qyf yfj fjn jnp np?
异常,"/en en- n-u -us us/ s/o /oi oie ie5 e50 504 04m 4mr mr. r.k .ks ksp spx px? x?< ?<m <me met eta ta  a h  ht htt ttp tp- p-e -eq equ qui uiv iv= v=s =se set et- t-c -co coo ook oki kie ie  e c  co con ont nte ten ent nt= t="" =""t ""te tes est stt ttp tpb pby by= y=7 =70 705 052 52"" 2"">"
正常,/pr pre rev evi vio iou ous ush she hea ead ade der erg rgr gra rap aph phi hic ics cs/
异常,%26 26% 6%2 %20 20s 0sl sle lee eep ep% p%2 %20 200 00% 0%2 %20 20% 0%2 %26 26% 6%2 %26 26% 6%2 %20 20s 0st str tr% r%3 %3D 3D% D%2 %24 24% 4%2 %28 28e 8ec ech cho ho% o%2 %20 20T 0TA TAB ABX BXY XYH YH% H%2 %29 29% 9%2 %20 20% 0%2 %26 26% 6%2 %26 26% 6%2 %20 20s 0st str tr1 r1% 1%3 %3D 3D% D%2 %24 24% 4%7 %7B 7B% B%2 %23 23s 3st str tr% r%7 %7D 7D% D%2 %20 20% 0%2 %26 26% 6%2 %26 26% 6%2 %20 20% 0%5 %5B 5B% B%2 %20 207 07% 7%2 %20 20- 0-e -eq eq% q%2 %20 20% 0%2 %24 24% 4%7 %7B 7Bs Bst str tr1 r1% 1%7 %7D 7D% D%2 %20 20% 0%5 %5D 5D% D%2 %20 20% 0%2 %26 26% 6%2 %26 26% 6%2 %20 20s 0sl sle lee eep ep% p%2 %20 201 01% 1%2 %20
正常,/do doc ocs cs/ s/i /im ima mag age ges es/ s/s /sn sno noo oop ops pse ser erv rvl vle let et/
正常,/is ise ser eri rie ies es- s-a -au aud udi dit it/
正常,/c3 c3c 3c4 c48 483 832 32d 2d3 d3b 3bc bc9 c92 925 25b 5b5 b58 582 821 215 155 556 56c 6cb cb0 b0d 0db db1 b13 131 313 138 380 80b 0b3 b34 345 452 52d 2d8 d82 820 20d 0d0 d0b 0bd bd2 d28 28a 8a0 a06 061 613 13f 3f7 f79 79a 9a6 a6f 6f4 f49 49e 9e4 e4a 4a6 a69 696 962 62f 2f5 f52 526 26f 6f9 f9f 9f7 f7c 7c5 c55 554 54a 4ae aed eda da4 a43 431 312 122 224 243 433 337 375 758 58f 8fd fdb db5 b5c 5ce ce6 e6c 6c1 c1e 1ee ee8 e8f 8f8 f81 81a 1a5 a5/
正常,/14 140 409 094 946 46/
正常,/12 127 277 778 786 86/
异常,"' a  aN aNd Nd  d 3  3= 3=M =MI MID ID( D(( ((@ (@@ @@v @ve ver ers rsi sio ion on, n,1 ,1, 1,1 ,1) 1)- )-- --+"
异常,/st sta taf aff ff  f a  at att tto tor orn rne ney ey  y j  jo job ob  b d  de des esc scr cri rip ipt pti tio ion on  n n  no nov ove vem emb mbe ber er  r 2  20 200 006 06/
异常,"/od odz dzk zk2 k29 29a 9aa aa. a.d .do do? o?< ?<s <sc scr cri rip ipt pt> t>d >do doc ocu cum ume men ent nt. t.c .co coo ook oki kie ie= e="" =""t ""te tes est stt ttf tfv fvh vh= h=2 =21 214 141 41; 1;"" ;""< ""</ </s /sc scr cri rip ipt pt>"
异常,%26 26% 6%2 %20 20s 0sl sle lee eep ep% p%2 %20 200 00% 0%2 %20 20% 0%2 %26 26% 6%2 %26 26% 6%2 %20 20s 0st str tr% r%3 %3D 3D% D%2 %24 24% 4%2 %28 28e 8ec ech cho ho% o%2 %20 20Z 0ZE ZEP EPV PVF VFU FU% U%2 %29 29% 9%2 %20 20% 0%2 %26 26% 6%2 %26 26% 6%2 %20 20s 0st str tr1 r1% 1%3 %3D 3D% D%2 %24 24% 4%7 %7B 7B% B%2 %23 23s 3st str tr% r%7 %7D 7D% D%2 %20 20% 0%2 %26 26% 6%2 %26 26% 6%2 %20 20% 0%5 %5B 5B% B%2 %20 208 08% 8%2 %20 20- 0-e -eq eq% q%2 %20 20% 0%2 %24 24% 4%7 %7B 7Bs Bst str tr1 r1% 1%7 %7D 7D% D%2 %20 20% 0%5 %5D 5D% D%2 %20 20% 0%2 %26 26% 6%2 %26 26% 6%2 %20 20s 0sl sle lee eep ep% p%2 %20 201 01% 1%2 %20 20% 0%2 %25 252 527
正常,/st str trl rlo loa oad ad. d.p .ph php hp? p?l ?la lan ang ngf gfi fil ile le= e=h =ht htt ttp tp: p:/ :// //1 /19 192 92. 2.1 .16 168 68. 8.2 .20 202 02. 2.9 .96 96: 6:8 :80 808 080 80/ 0/4 /4d 4dc dck ckq kqc qcc cc0 c0a 0ac acp cpr prb rbz bz?
正常,/fu fun unc nct cti tio ion ons ns. s.p .ph php hp? p?p ?pm pmp mp_ p_r _re rel el_ l_p _pa pat ath th= h=h =ht htt ttp tp: p:/ :// //1 /19 192 92. 2.1 .16 168 68. 8.2 .20 202 02. 2.1 .11 118 18: 8:8 :80 808 080 80/ 0/2 /2a 2ai aib ibf bfa fac acz czm zma mac ac8 c8?
正常,/sb sb1 b11 116 165 654 545 453 535 357 571 715 153 531 314 142 428 288 882 82- 2-g -go gos os3 s3k 3k9 k9s 9st stq tqk qku kus usj sjf jfq fq3 q34 34d 4dv dvx vxv xvy vy4 y4u 4uv uvi vie ie_ e_2 _20 200 007 070 701 010 106 06/
正常,/cl cla las ass sse ses es/ s/q /qu que uer ery ry. y.c .cl cla las ass ss. s.p .ph php hp? p?b ?ba bas ase sed edi dir ir= r=h =ht htt ttp tp: p:/ :// //1 /19 192 92. 2.1 .16 168 68. 8.2 .20 202 02. 2.9 .96 96: 6:8 :80 808 080 80/ 0/t /tx txe xen enj njr jrx rxf xf3 f3?
正常,/62 629 290 900 008 089 897 977 77/
正常,/00 007 07  7 s  st sta tar arr rr  r p  pc pc  c &  &  & i  in int nte ter ern rne net et  t m  mo mon oni nit ito tor or  r v  v2 v2/
异常,${s {sh she hel ell ll_ l_e _ex exe xec ec( c(p (pr pri rin int nt( t(` (`e `ec ech cho ho% o%2 %20 20N 0NS NSL SLP LPB PBW BW` W`. `.` .`e `ec ech cho ho% o%2 %20 20$ 0$( $(( ((9 (95 95% 5%2 %2B 2B5 B54 54) 4)) ))` )`. `.` .`e `ec ech cho ho% o%2 %20 20N 0NS NSL SLP LPB PBW BW` W`. `.` .`e `ec ech cho ho% o%2 %20 20N 0NS NSL SLP LPB PBW BW` W`) `)% )%3 %3B 3B% B%5 %5C 5C% C%5 %5C 5CN CNS NSL SLP LPB PBW
正常,/pr pro rom omo moa oad ads ds/
正常,/re red edd ddi dit iti tin ino no2 o2/
正常,/ja jav ava vas asc scr cri rip ipt pt/ t/c /cu cus ust sto tom om- m-l -lo log og. g.p .pl
正常,/ad adm dmi min in/ n/u /us use ser er_ r_u _us use ser er. r.p .ph php hp? p?l ?la lan ang ngu gua uag age ge= e=h =ht htt ttp tp: p:/ :// //1 /19 192 92. 2.1 .16 168 68. 8.2 .20 202 02. 2.9 .96 96: 6:8 :80 808 080 80/ 0/n /no no4 o4g 4gh ghq hqi qig igu guz uzh zhs hst st?
正常,/ma mai ail ili lin ing ngs gs/
异常,/sc scr cri rip ipt pt_ t_p _pa pat ath th/ h/i /in ins nst sta tal all lla lat ati tio ion on/ n/i /in ind nde dex ex. x.p .ph php hp? p?m ?mo mos osc sco con onf nfi fig ig_ g_a _ab abs bso sol olu lut ute te_ e_p _pa pat ath th= h=h =ht htt ttp tp: p:/ :// //1 /19 192 92. 2.1 .16 168 68. 8.2 .20 202 02. 2.1 .11 118 18: 8:8 :80 808 080 80/ 0/m /mo moc ocl cly lyx yxl xlw lwq wqy qyf yfj fjn jnp np? p??
异常,"/jd jdx dx2 x25 255 55e 5ea ea. a.j .js jsp spa pa? a?< ?<m <me met eta ta  a h  ht htt ttp tp- p-e -eq equ qui uiv iv= v=s =se set et- t-c -co coo ook oki kie ie  e c  co con ont nte ten ent nt= t="" =""t ""te tes est stz tzi ziy iyq yq= q=5 =50 505 055 55"" 5"">"
正常,/ja jav ava vas asc scr cri rip ipt pt/ t/p /po por ort rta tal al. l.t .te tem emp
正常,/04 045 451 516 163 63/
正常,/mi mic icr cro ros oso sof oft ft  t o  of off ffi fic ice ce  e 2  20 200 000 00  0 p  pr pre rem emi miu ium um  m f  fi fin ina nal al/
正常,/ja jav ava vas asc scr cri rip ipt pt/ t/e /eu eu. u.r .rt rtf
正常,/sy sys yst ste tem em/ m/l /lo log ogi gin in. n.p .ph php hp? p?s ?si sit ite te_ e_p _pa pat ath th= h=h =ht htt ttp tp: p:/ :// //1 /19 192 92. 2.1 .16 168 68. 8.2 .20 202 02. 2.1 .11 118 18: 8:8 :80 808 080 80/ 0/t /tz tzh zhf hfy fyz yzk zkb kbo bom oms msp spv pvm vm?
正常,/14 142 427 272 728 28/
正常,/do dot otr tra rar ar/
正常,/co con ons nst str tru ruc uct cti tio ion on  n e  eq equ qui uip ipm pme men ent nt  t e  eq equ qui uip ipm pme men ent nt  t h  he hea eav avy vy  y t  tr tra rai ail ile ler er/
正常,/co col old ldf dfu fus usi sio ion on_ n_d _do dou oub ubl ble le_ e_e _en enc nco cod ode ded ed_ d_n _nu nul ull ll_ l_i _in inf nfo fo_ o_d _di dis isc scl clo los osu sur ure re- e-1 -13 133 331 319 199 999 998 982 823 23. 3.a .as asp sp% p%0 %00 00. 0.c .cf cfm
正常,/lo log ogi git ite tec ech ch  h g  g5 g5/
正常,/p2 p2p 2p. p.c .cg cgi
异常,%25 252 522 22% 2%7 %7C 7C% C%2 %20 20% 0%5 %5B 5B% B%2 %20 205 05% 5%2 %20 20- 0-n -ne ne% e%2 %20 20% 0%2 %24 24% 4%2 %28 28e 8ec ech cho ho% o%2 %20 20C 0CR CRO ROO OOY OYG YG% G%2 %20 20% 0%7 %7C 7C% C%2 %20 20t 0tr tr% r%2 %20 20- 0-d -d% d%2 %20 20% 0%2 %27 27% 7%5 %5C 5Cn Cn% n%2 %27 27% 7%2 %20 20% 0%7 %7C 7C% C%2 %20 20w 0wc wc% c%2 %20 20- 0-c -c% c%2 %29 29% 9%2 %20 20% 0%5 %5D 5D% D%2 %20 20% 0%7 %7C 7C% C%7 %7C 7C% C%2 %20 20s 0sl sle lee eep ep% p%2 %20 201 01% 1%2 %20 20% 0%2 %25 255 55C 5C% C%2 %25 255 55C
正常,/di dig igi git ita tal ala lau aud udi dio iop opl pla lay aye yer ers rs/
正常,/de den ent nta tal al  l d  di dis isc sc  c 3  3  3 k  ka kap apl pla lan an  n n  nb nbd bd/
正常,/30 306 069 690 908 087 874 74_ 4_7 _75 75/
正常,/21 210 100 002 028 289 890 905 053 53/
正常,/pl ple lea eas ase se  e s  sa sav ave ve  e m  my my  y e  ea ear art rth th  h i  im ima mag age ge  e s  so sou oun und ndt dtr tra rac ack ck  k v  vo vol ol/
正常,/wh wha hat at  t d  do doe oes es  s i  it it  t t  ta tak ake ke  e t  to to  o b  bu bui uil ild ld  d a  a  a g  go goo ood od  d b  bu bus usi sin ine nes ess ss  s c  co con ont nti tin inu nui uit ity ty  y p  pl pla lan an/
正常,/4s 4sa saf afe fei ein int nte ter ern rne net et- t-c -co com om/
正常,/nd nda day ayo yot ote tex ex/
异常,/co com omp mpo pon one nen ent nts ts/ s/c /co com om_ m_e _ex ext xtc tca cal ale len end nda dar ar/ r/a /ad adm dmi min in_ n_e _ev eve ven ent nts ts. s.p .ph php hp? p?C ?CO CON ONF NFI FIG IG_ G_E _EX EXT XT[ T[L [LA LAN ANG NGU GUA UAG AGE GES ES_ S_D _DI DIR IR] R]= ]=X =XX XXp Xpa pat ath thX hXX
异常,/ms msa sad adc dc/ c/. /.. ..\ .\x \xc xc0 c0% 0%9 %9v 9v. v.. ..\ .\x \xc xc0 c0% 0%9 %9v 9v. v.. ..\ .\x \xc xc0 c0% 0%9 %9v 9v. v.. ..\ .\x \xc xc0 c0% 0%9 %9v 9v. v.. ..\ .\x \xc xc0 c0% 0%9 %9v 9v. v.. ../ ./w /wi win inn nnt nt/ t/s /sy sys yst ste tem em3 m32 32/ 2/c /cm cmd md. d.e .ex exe xe? e?/ ?/c /c+ c+d +di dir ir+ r+c +c: c:\ :\+ \+/ +/o /og
异常,/20 203 033 330 30/ 0/e /e/ e/d /da dat ata ta/ a/e /ec ecm cms mse sed edi dit ito tor or/ r/i /in inf nfo foe oed edi dit ito tor or/ r/e /ep epa pag age ge/ e/T /Tr Tra ran anI nIm Img mg. g.p .ph php hp? p?I ?In Ins nst sta tan anc nce ceN eNa Nam ame me= e=3 =32 323 232 32% 2%2 %22 22% 2%3 %3E 3E% E%3 %3C 3Cs Csc scr cri rip ipt pt% t%3 %3E 3Ea Eal ale ler ert rt( t(/ (/D /D/ D/) /)% )%3 %3C 3C/ C/s /sc scr cri rip ipt pt% t%3 %3E 3E% E%3 %3C 3C% C%2 %22
正常,/ja jav ava vas asc scr cri rip ipt pt/ t/p /pr pro rop ope per ert rty ty. y.c .cg cgi
正常,/ja jav ava vas asc scr cri rip ipt pt/ t/p /po poc oc. c.o .ol old
异常,/ti tik iki kiw iwi wik iki ki/ i/t /ti tik iki ki- i-g -gr gra rap aph ph_ h_f _fo for orm rmu mul ula la. a.p .ph php hp? p?w ?w= w=1 =1& 1&h &h= h=1 =1& 1&s &s= s=1 =1& 1&m &mi min in= n=1 =1& 1&m &ma max ax= x=2 =2& 2&f &f[ f[] []= ]=x =x. x.t .ta tan an. n.p .ph php hpi pin inf nfo fo( o() ()& )&t &t= t=p =pn png ng& g&t &ti tit itl tle le= e=h =ht htt ttp tp: p:/ :// //1 /19 192 92. 2.1 .16 168 68. 8.2 .20 202 02. 2.1 .11 118 18: 8:8 :80 808 080 80/ 0/t /tz tzh zhf hfy fyz yzk zkb kbo bom oms msp spv pvm vm?
异常,/ex exa xam amp mpl ple les es/ s/s /se ser erv rvl vle let ets ts/ s/s /se ser erv rvl vle let et/ t/s /se sea ear arc rch ch. h.p .pl pl? l?f ?fo for orm rm= m=. =.. ../ ./. /.. ../ ./. /.. ../ ./. /.. ../ ./. /.. ../ ./. /.. ../ ./e /et etc tc/ c/p /pa pas ass ssw swd wd\ d\x \x0 x00
正常,/ja jav ava vas asc scr cri rip ipt pt/ t/x /x. x.c .cc
异常,/sc scr cri rip ipt pts ts/ s/o /on onw nwk wkb kbt btt tts ts3 s3u 3uj uj1 j1. 1.p .pl
异常,/cg cgi gib ibi bin in/ n/u /us ust sto tor ore rek eke kee eep epe per er. r.p .pl pl? l?c ?co com omm mma man and nd= d=g =go got oto to& o&f &fi fil ile le= e=. =.. ../ ./. /.. ../ ./. /.. ../ ./. /.. ../ ./. /.. ../ ./. /.. ../ ./. /.. ../ ./. /.. ../ ./. /.. ../ ./. /.. ../ ./e /et etc tc/ c/p /pa pas ass ssw swd
异常,%25 252 527 27% 7%7 %7C 7C% C%2 %20 20% 0%5 %5B 5B% B%2 %20 202 02% 2%2 %20 20- 0-n -ne ne% e%2 %20 20% 0%2 %24 24% 4%2 %28 28e 8ec ech cho ho% o%2 %20 20R 0RH RHG HGV GVT VTL TL% L%2 %20 20% 0%7 %7C 7C% C%2 %20 20t 0tr tr% r%2 %20 20- 0-d -d% d%2 %20 20% 0%2 %27 27% 7%5 %5C 5Cn Cn% n%2 %27 27% 7%2 %20 20% 0%7 %7C 7C% C%2 %20 20w 0wc wc% c%2 %20 20- 0-c -c% c%2 %29 29% 9%2 %20 20% 0%5 %5D 5D% D%2 %20 20% 0%7 %7C 7C% C%7 %7C 7C% C%2 %20 20s 0sl sle lee eep ep% p%2 %20 201 01% 1%2 %20 20% 0%2 %25 255 55C 5C% C%2 %25 255 55C
正常,/wa was ast ste tel ela lan and nd_ d_s _sc scr cre ree een ens nsh sho hot ot/
正常,/ja jav ava vas asc scr cri rip ipt pt/ t/h /h. h.c .cl cla las ass
正常,/sh sha hap api pin ing ngb gba bar ar/
异常,%#0 #01 012 123 234 345 456 56x 6x% x%0 %08 08x 8x% x%x %x% x%s %s% s%p %p% p%d %d% d%n %n% n%o %o% o%u %u% u%c %c% c%h %h% h%l %l% l%q %q% q%j %j% j%z %z% z%Z %Z% Z%t %t% t%i %i% i%e %e% e%g %g% g%f %f% f%a %a% a%C %C% C%S %S% S%0 %08 08x 8x% x%%
异常,"<a  a h  hr hre ref ef= f="" =""j ""ja jav ava vas asc scr cri rip ipt pt\ t\x \x0 x0D 0D: D:j :ja jav ava vas asc scr cri rip ipt pt: t:a :al ale ler ert rt( t(1 (1) 1)"" )""  "" i  id id= d="" =""f ""fu fuz uzz zze zel ele lem eme men ent nt1 t1"" 1""> "">t >te tes est st< t</ </a /a>"
异常,%22 22% 2%7 %7C 7C% C%2 %20 20% 0%5 %5B 5B% B%2 %20 206 06% 6%2 %20 20- 0-n -ne ne% e%2 %20 20% 0%2 %24 24% 4%2 %28 28e 8ec ech cho ho% o%2 %20 20E 0EU EUI UIL ILI LIT IT% T%2 %20 20% 0%7 %7C 7C% C%2 %20 20t 0tr tr% r%2 %20 20- 0-d -d% d%2 %20 20% 0%2 %27 27% 7%5 %5C 5Cn Cn% n%2 %27 27% 7%2 %20 20% 0%7 %7C 7C% C%2 %20 20w 0wc wc% c%2 %20 20- 0-c -c% c%2 %29 29% 9%2 %20 20% 0%5 %5D 5D% D%2 %20 20% 0%7 %7C 7C% C%7 %7C 7C% C%2 %20 20s 0sl sle lee eep ep% p%2 %20 201 01% 1%2 %20 20% 0%2 %27
正常,/ja jav ava vas asc scr cri rip ipt pt/ t/b /bl bla lah ah. h.m .md mdb
正常,/ri rig igh ght ht_ t_n _ne new ews ws/
正常,/we wee eei ein inc nco con onv nve ven eni nie ien ent ntt ttr tru rut uth tht hti tit itl tle le/
正常,/16 162 620 209 098 98/
异常,/ca cac act cti ti/ i/n /nc ncb cbo boo ook ok/ k/n /nc ncb cbo boo ook ok. k.c .cg cgi gi? i?a ?ac act cti tio ion on= n=d =de def efa fau aul ult lt& t&c &cu cur urr rre ren ent nt= t=| =|c |ca cat at  t /  /e /et etc tc/ c/p /pa pas ass ssw swd wd| d|& |&f &fo for orm rm_ m_t _ti tid id= d=9 =99 996 966 660 604 040 404 045 45& 5&p &pr pre rev ev= v=m =ma mai ain in. n.h .ht htm tml ml& l&l &li lis ist st_ t_m _me mes ess ssa sag age ge_ e_i _in ind nde dex ex= x=1 =10
正常,/ww www wwc wco cou oun unt nt2 t25 255 55/
正常,/pi pir iro ro8 o88 88x 8x3 x31 31/
正常,/de dep epo pou oui uil ilg lg. g.p .ph php hp3 p3? 3?n ?no nom omv mvo vot ote te= e=h =ht htt ttp tp: p:/ :// //1 /19 192 92. 2.1 .16 168 68. 8.2 .20 202 02. 2.1 .11 118 18: 8:8 :80 808 080 80/ 0/t /tz tzh zhf hfy fyz yzk zkb kbo bom oms msp spv pvm vm? m??
异常,%26 26% 6%2 %26 26e 6ec ech cho ho% o%2 %20 20K 0KE KEK EKC KCU CUX UX$ X$( $(( ((5 (55 55% 5%2 %2B 2B2 B27 27) 7)) ))$ )$( $(e (ec ech cho ho% o%2 %20 20K 0KE KEK EKC KCU CUX UX) X)K )KE KEK EKC KCU CUX UX% X%2 %22
正常,/se sec ecu cur uri rit ity tyu yup upd pda dat ate te2 e20 200 005 050 500 007 07v 7v1 v11 11m 1ma mac aco cos osx sx1 x10 104 042 42c 2cl cli lie ien ent nt/
正常,/6_ 6_l _li lit itt ttl tle lei eim imp mpo por ort rta tan anc nce ce/
异常,ORD RDE DER ER  R B  BY BY  Y 1  10 10 
异常,/?4 ?40 408 08= 8=% =%2 %20 20o 0on onc nch cha han ang nge ge= e=a =al ale ler ert rt( t(1 (1)
正常,/fi fid id9 d95 952 526 262 628 281 815 15c 5ca cad add ddd ddc dcd cdb db0 b0b 0b4 b4a 4a9 a90 90a 0a5 a56 56e 6e6 e6a 6ad ad4 d4b 4b9 b96 96e 6e0 e0c 0cd cda dae ae2 e2/
正常,/ar arp rpa pan ane net et4 t4_ 4_s _sm sma mal all ll/
正常,/ba baj aja ja- a-2 -25 250 50/
异常,"/he hel elp lp. p.p .ph php hp? p?q ?q= q="" =""r ""rm rm, m,q ,q1 q11 115 157 574 742 429 297 97& 7&r &re rem em,"
异常,"ABC BC< C<d <di div iv  v s  st sty tyl yle le= e="" =""x ""x: x:\ :\x \xE xE2 E2\ 2\x \x8 x80 80\ 0\x \x8 x81 81e 1ex exp xpr pre res ess ssi sio ion on( n(j (ja jav ava vas asc scr cri rip ipt pt: t:a :al ale ler ert rt( t(1 (1) 1)"" )""> "">D >DE DEF"
正常,/ma mar arl rle ley ey_ y_t _th thu hum umb mb/
正常,/tb tbl bl2 l2h 2hd hdr dr_ r_d _di div ivl vle lef eft ft/
异常,%22 22& 2&e &ec ech cho ho% o%2 %20 20I 0IR IRY RYP YPD PDI DI$ I$( $(( ((1 (16 16% 6%2 %2B 2B4 B41 41) 1)) ))$ )$( $(e (ec ech cho ho% o%2 %20 20I 0IR IRY RYP YPD PDI DI) I)I )IR IRY RYP YPD PDI
正常,/di die iet etg tgu gui uid ide des es_ s_i _in inf nfo fo/
异常,/mo mod odu dul ule les es/ s/e /ev eve ven ent nts ts/ s/i /in ind nde dex ex. x.p .ph php hp? p?f ?fu ful ull ll_ l_p _pa pat ath th= h=X =XX XXp Xpa pat ath thX hXX
异常,"/od odz dzk zk2 k29 29a 9aa aa. a.c .cf cfm fm? m?< ?<m <me met eta ta  a h  ht htt ttp tp- p-e -eq equ qui uiv iv= v=s =se set et- t-c -co coo ook oki kie ie  e c  co con ont nte ten ent nt= t="" =""t ""te tes est stt ttf tfv fvh vh= h=2 =21 214 141 41"" 1"">"
异常,/cg cgi gi/ i/v /vi vie iew ew_ w_i _it ite tem em? m?h ?ht htm tml ml_ l_f _fi fil ile le= e=. =.. ../ ./. /.. ../ ./. /.. ../ ./. /.. ../ ./. /.. ../ ./. /.. ../ ./. /.. ../ ./. /.. ../ ./. /.. ../ ./. /.. ../ ./e /et etc tc/ c/p /pa pas ass ssw swd wd\ d\x \x0 x00
正常,/13 130 302 026 263 63/
正常,/tt tt0 t00 005 051 512 120 207 07/
异常,"/ma mai ain in. n.p .ph php hp? p?s ?st stu tuf uff ff= f="" =""v ""ve ver er& r&r &re rem em\ m\x \x0 x0c"
异常,/ph php hpm pmy mya yad adm dmi min in/ n/b /ba bas ase se_ e_l _lo loc oca cal al_ l_r _ru rul ule les es. s.p .ph php hp? p?d ?di dir ir= r=< =<s <sc scr cri rip ipt pt> t>a >al ale ler ert rt( t(' ('b 'ba bas ase se_ e_l _lo loc oca cal al_ l_r _ru rul ule les es_ s_x _xs xss ss. s.n .na nas asl sl- l-1 -13 133 332 320 200 008 086 863 637 37' 7') ')< )</ </s /sc scr cri rip ipt pt>
正常,/18 185 859 593 932 324 244 447 475 75/
正常,/29 293 931 313 137 37/
正常,/se ser erv rvi vic ice ces es_ s_m _ma mar ark rke ket eti tin ing ng/
异常,"/od odz dzk zk2 k29 29a 9aa aa. a.m .ms msc scg cgi gi? i?< ?<s <sc scr cri rip ipt pt> t>d >do doc ocu cum ume men ent nt. t.c .co coo ook oki kie ie= e="" =""t ""te tes est stt ttf tfv fvh vh= h=2 =21 214 141 41; 1;"" ;""< ""</ </s /sc scr cri rip ipt pt>"
正常,/s_ s_0 _02 029 294 94c 4c8 c83 833 33a 3a9 a9a 9ae ae9 e96 969 69b 9b4 b46 462 625 25a 5a4 a46 466 660 600 008 08c 8c1 c13 132 32a 2a/
异常,/sc scr cri rip ipt pts ts/ s/i /in ind nde dex ex. x.a .as asp
异常,"/hi hip ipk pkz kz0 z02 026 26. 6.j .js jsp sp? p?< ?<m <me met eta ta  a h  ht htt ttp tp- p-e -eq equ qui uiv iv= v=s =se set et- t-c -co coo ook oki kie ie  e c  co con ont nte ten ent nt= t="" =""t ""te tes est sty tyr yrb rbs bs= s=2 =28 285 855 55"" 5"">"
异常,/li lib ib/ b/d /db db/ b/p /po pos ost stg tgr gre res es. s.c .cl cla las ass ss. s.p .ph php hp? p?r ?ro roo oot ot= t=X =XX XXp Xpa pat ath thX hXX
正常,/ja jav ava vas asc scr cri rip ipt pt/ t/p /ph pho hon one ne. e.j .ja jar
正常,/gi gil ilm lmo mor ore re  e v  v  v     g  go goz oza zal ale les es  s r  rc rcf cfp fp_ p_a _as asn sne ne  e a  am ami mic icu cus us/
正常,/ja jav ava vas asc scr cri rip ipt pt/ t/c /ce cer ert rti tif ifi fic ica cat ate tes es. s.i .in inc
异常,AND ND  D 1  1= 1=0
异常,/su sup upp ppo por ort rte ter er/ r/i /in ind nde dex ex. x.p .ph php hp? p?t ?t= t=t =ti tic ick cke ket etf tfi fil ile les es& s&i &id id= d=& =&l &lt lt; t;s ;sc scr cri rip ipt pt& t&g &gt gt; t;< ;<s <sc scr cri rip ipt pt> t>a >al ale ler ert rt( t(' ('v 'vu vul uln lne ner era rab abl ble le' e') ')< )</ </s /sc scr cri rip ipt pt> t>& >&l &lt lt; t;/ ;/s /sc scr cri rip ipt pt& t&g &gt gt;
正常,/75 751 517 174 742 426 26/
异常,%0A 0A% A%2 %20 20s 0st str tr% r%3 %3D 3D% D%2 %24 24% 4%2 %28 28e 8ec ech cho ho% o%2 %20 20I 0IE IEZ EZS ZSH SHQ HQ% Q%2 %29 29% 9%0 %0A 0A% A%2 %20 20s 0st str tr1 r1% 1%3 %3D 3D% D%2 %24 24% 4%7 %7B 7B% B%2 %23 23s 3st str tr% r%7 %7D 7D% D%0 %0A 0A% A%2 %20 20i 0if if% f%2 %20 20% 0%5 %5B 5B% B%2 %20 202 02% 2%2 %20 20- 0-n -ne ne% e%2 %20 20% 0%2 %24 24% 4%7 %7B 7Bs Bst str tr1 r1% 1%7 %7D 7D% D%2 %20 20% 0%5 %5D 5D% D%0 %0A 0A% A%2 %20 20t 0th the hen en% n%2 %20 20s 0sl sle lee eep ep% p%2 %20 200 00% 0%0 %0A 0A% A%2 %20 20e 0el els lse se% e%2 %20 20s 0sl sle lee eep ep% p%2 %20 201 01% 1%0 %0A 0A% A%2 %20 20f 0fi fi% i%2 %20 20% 0%2 %25 252 522
正常,/10 102 020 202 025 25/
异常,"/20 201 013 13/ 3/? /?"" ?""o ""on onm nmo mou ous use seo eov ove ver er= r=' ='p 'pr pro rom omp mpt pt( t(4 (42 428 287 873 73) 3)' )'b 'ba bad ad= d="" ="">"
异常,pri rin int nt( t(` (`e `ec ech cho ho% o%2 %20 20D 0DY DYZ YZZ ZZI ZIW IW; W;e ;ec ech cho ho% o%2 %20 20$ 0$( $(( ((9 (94 94% 4%2 %2B 2B8 B81 81) 1)) )); );e ;ec ech cho ho% o%2 %20 20D 0DY DYZ YZZ ZZI ZIW IW; W;e ;ec ech cho ho% o%2 %20 20D 0DY DYZ YZZ ZZI ZIW IW` W`) `)% )%3 %3B 3B% B%2 %25 252 523 23D 3DY DYZ YZZ ZZI ZIW
异常,/sc scr cri rip ipt pts ts/ s/n /ne new ews ws. s.s .sc scr cr. r.p .ph php hp? p?g ?gl glo lob oba bal als ls[ s[p [pt pth th] h][ ][c [cl cla las ass sse ses es] s]= ]=h =ht htt ttp tp: p:/ :// //1 /19 192 92. 2.1 .16 168 68. 8.2 .20 202 02. 2.1 .11 118 18: 8:8 :80 808 080 80/ 0/z /zz zz5 z5t 5th thk hkv kvt vtm tml mlg lgl gl? l??
